show_id,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,country_10,country_11,country_12
s786,United States,,,,,,,,,,,
s787,United States,,,,,,,,,,,
s788,United States,,,,,,,,,,,
s789,United States,,,,,,,,,,,
s790,United Kingdom,,,,,,,,,,,
s791,United States,,,,,,,,,,,
s792,United States,,,,,,,,,,,
s793,United States,,,,,,,,,,,
s794,United States,,,,,,,,,,,
s795,Nigeria,,,,,,,,,,,
s796,United States,,,,,,,,,,,
s797,United States,,,,,,,,,,,
s798,United States,,,,,,,,,,,
s799,United States,,,,,,,,,,,
s800,United States,,,,,,,,,,,
s801,United States,,,,,,,,,,,
s802,United States,,,,,,,,,,,
s803,Germany, United States, France,,,,,,,,,
s804,Japan,,,,,,,,,,,
s805,Canada, United States,,,,,,,,,,
s806,,,,,,,,,,,,
s807,,,,,,,,,,,,
s808,,,,,,,,,,,,
s809,United States, Bulgaria,,,,,,,,,,
s810,United States,,,,,,,,,,,
s811,United States,,,,,,,,,,,
s812,,,,,,,,,,,,
s813,United States,,,,,,,,,,,
s814,United States, Canada,,,,,,,,,,
s815,United States,,,,,,,,,,,
s816,,,,,,,,,,,,
s817,United Kingdom, France, Germany, United States,,,,,,,,
s818,United States,,,,,,,,,,,
s819,United States,,,,,,,,,,,
s820,United States,,,,,,,,,,,
s821,United Arab Emirates,,,,,,,,,,,
s822,United Kingdom,,,,,,,,,,,
s823,United States,,,,,,,,,,,
s824,United States,,,,,,,,,,,
s825,United States,,,,,,,,,,,
s826,United States,,,,,,,,,,,
s827,United States,,,,,,,,,,,
s828,,,,,,,,,,,,
s829,United States,,,,,,,,,,,
s830,,,,,,,,,,,,
s831,United States,,,,,,,,,,,
s832,,,,,,,,,,,,
s833,,,,,,,,,,,,
s834,Israel,,,,,,,,,,,
s835,United States,,,,,,,,,,,
s836,,,,,,,,,,,,
s837,Thailand,,,,,,,,,,,
s838,Norway, Denmark,,,,,,,,,,
s839,Argentina,,,,,,,,,,,
s840,Syria, France, Lebanon, Qatar,,,,,,,,
s841,Italy,,,,,,,,,,,
s842,,,,,,,,,,,,
s843,,,,,,,,,,,,
s844,Japan,,,,,,,,,,,
s845,,,,,,,,,,,,
s846,,,,,,,,,,,,
s847,United States,,,,,,,,,,,
s848,,,,,,,,,,,,
s849,United States,,,,,,,,,,,
s850,,,,,,,,,,,,
s851,India,,,,,,,,,,,
s852,,,,,,,,,,,,
s853,,,,,,,,,,,,
s854,United States,,,,,,,,,,,
s855,,,,,,,,,,,,
s856,United States,,,,,,,,,,,
s857,,,,,,,,,,,,
s858,Spain,,,,,,,,,,,
s859,,,,,,,,,,,,
s860,Egypt,,,,,,,,,,,
s861,Australia,,,,,,,,,,,
s862,,,,,,,,,,,,
s863,United States,,,,,,,,,,,
s864,United States,,,,,,,,,,,
s865,,,,,,,,,,,,
s866,United States,,,,,,,,,,,
s867,United States,,,,,,,,,,,
s868,United States,,,,,,,,,,,
s869,Canada, United States,,,,,,,,,,
s870,Mexico,,,,,,,,,,,
s871,United States,,,,,,,,,,,
s872,India,,,,,,,,,,,
s873,United States,,,,,,,,,,,
s874,India,,,,,,,,,,,
s875,United Kingdom,,,,,,,,,,,
s876,,,,,,,,,,,,
s877,India,,,,,,,,,,,
s878,India,,,,,,,,,,,
s879,Belgium, Netherlands,,,,,,,,,,
s880,United States,,,,,,,,,,,
s881,United States, Czech Republic,,,,,,,,,,
s882,South Africa,,,,,,,,,,,
s883,Mauritius,,,,,,,,,,,
s884,United States,,,,,,,,,,,
s885,South Korea,,,,,,,,,,,
s886,Canada, South Africa,,,,,,,,,,
s887,,,,,,,,,,,,
s888,Austria,,,,,,,,,,,
s889,,,,,,,,,,,,
s890,United States,,,,,,,,,,,
s891,United States,,,,,,,,,,,
s892,United Kingdom,,,,,,,,,,,
s893,India,,,,,,,,,,,
s894,,,,,,,,,,,,
s895,Mexico, Brazil,,,,,,,,,,
s896,France, United States,,,,,,,,,,
s897,United States,,,,,,,,,,,
s898,,,,,,,,,,,,
s899,,,,,,,,,,,,
s900,Spain,,,,,,,,,,,
s901,United States,,,,,,,,,,,
s902,United States,,,,,,,,,,,
s903,South Korea,,,,,,,,,,,
s904,India,,,,,,,,,,,
s905,United States,,,,,,,,,,,
s906,China,,,,,,,,,,,
s907,Turkey,,,,,,,,,,,
s908,United States,,,,,,,,,,,
s909,United States,,,,,,,,,,,
s910,India,,,,,,,,,,,
s911,United States,,,,,,,,,,,
s912,India,,,,,,,,,,,
s913,,,,,,,,,,,,
s914,India,,,,,,,,,,,
s915,United Kingdom, United States,,,,,,,,,,
s916,Germany, France,,,,,,,,,,
s917,United States,,,,,,,,,,,
s918,United States,,,,,,,,,,,
s919,India,,,,,,,,,,,
s920,United States,,,,,,,,,,,
s921,Mexico, United States,,,,,,,,,,
s922,United States,,,,,,,,,,,
s923,United States,,,,,,,,,,,
s924,,,,,,,,,,,,
s925,United States,,,,,,,,,,,
s926,,,,,,,,,,,,
s927,United States,,,,,,,,,,,
s928,,,,,,,,,,,,
s929,United States,,,,,,,,,,,
s930,,,,,,,,,,,,
s931,United States,,,,,,,,,,,
s932,United States,,,,,,,,,,,
s933,United Kingdom, France, Spain, United States,,,,,,,,
s934,United Kingdom, United States,,,,,,,,,,
s935,United Kingdom, Canada, United States,,,,,,,,,
s936,United States,,,,,,,,,,,
s937,,,,,,,,,,,,
s938,,,,,,,,,,,,
s939,,,,,,,,,,,,
s940,,,,,,,,,,,,
s941,,,,,,,,,,,,
s942,,,,,,,,,,,,
s943,United States, Australia,,,,,,,,,,
s944,United States,,,,,,,,,,,
s945,China,,,,,,,,,,,
s946,United Kingdom,,,,,,,,,,,
s947,United States, France,,,,,,,,,,
s948,United States, United Kingdom, France,,,,,,,,,
s949,United States,,,,,,,,,,,
s950,United States, Russia,,,,,,,,,,
s951,United States, United Kingdom, New Zealand,,,,,,,,,
s952,United States,,,,,,,,,,,
s953,United States,,,,,,,,,,,
s954,United States,,,,,,,,,,,
s955,Canada,,,,,,,,,,,
s956,France, United States,,,,,,,,,,
s957,United States,,,,,,,,,,,
s958,,,,,,,,,,,,
s959,,,,,,,,,,,,
s960,India,,,,,,,,,,,
s961,,,,,,,,,,,,
s962,,,,,,,,,,,,
s963,United States, United Kingdom,,,,,,,,,,
s964,,,,,,,,,,,,
s965,,,,,,,,,,,,
s966,,,,,,,,,,,,
s967,Brazil,,,,,,,,,,,
s968,,,,,,,,,,,,
s969,Poland,,,,,,,,,,,
s970,United States,,,,,,,,,,,
s971,United States,,,,,,,,,,,
s972,Spain,,,,,,,,,,,
s973,Turkey,,,,,,,,,,,
s974,India,,,,,,,,,,,
s975,India,,,,,,,,,,,
s976,United States,,,,,,,,,,,
s977,Turkey,,,,,,,,,,,
s978,Turkey,,,,,,,,,,,
s979,Turkey,,,,,,,,,,,
s980,Turkey,,,,,,,,,,,
s981,Turkey,,,,,,,,,,,
s982,Turkey,,,,,,,,,,,
s983,Turkey,,,,,,,,,,,
s984,Spain,,,,,,,,,,,
s985,Turkey,,,,,,,,,,,
s986,Turkey,,,,,,,,,,,
s987,Turkey,,,,,,,,,,,
s988,,,,,,,,,,,,
s989,Thailand,,,,,,,,,,,
s990,Turkey,,,,,,,,,,,
s991,Turkey,,,,,,,,,,,
s992,Egypt,,,,,,,,,,,
s993,,,,,,,,,,,,
s994,United States,,,,,,,,,,,
s995,Nigeria,,,,,,,,,,,
s996,Turkey,,,,,,,,,,,
s997,Japan,,,,,,,,,,,
s998,Australia, United Kingdom,,,,,,,,,,
s999,India,,,,,,,,,,,
s1000,Germany, United States,,,,,,,,,,
s1001,,,,,,,,,,,,
s1002,Canada, Nigeria, United States,,,,,,,,,
s1003,Mexico,,,,,,,,,,,
s1004,Italy,,,,,,,,,,,
s1005,Australia,,,,,,,,,,,
s1006,,,,,,,,,,,,
s1007,,,,,,,,,,,,
s1008,,,,,,,,,,,,
s1009,,,,,,,,,,,,
s1010,,,,,,,,,,,,
s1011,,,,,,,,,,,,
s1012,United States,,,,,,,,,,,
s1013,Mexico,,,,,,,,,,,
s1014,France, United States, United Kingdom, Canada,,,,,,,,
s1015,France, United Kingdom,,,,,,,,,,
s1016,United States,,,,,,,,,,,
s1017,India,,,,,,,,,,,
s1018,India,,,,,,,,,,,
s1019,India,,,,,,,,,,,
s1020,India, United Kingdom,,,,,,,,,,
s1021,India,,,,,,,,,,,
s1022,India,,,,,,,,,,,
s1023,India,,,,,,,,,,,
s1024,India,,,,,,,,,,,
s1025,United States,,,,,,,,,,,
s1026,,,,,,,,,,,,
s1027,United States,,,,,,,,,,,
s1028,Canada, United States, Mexico,,,,,,,,,
s1029,,,,,,,,,,,,
s1030,United States,,,,,,,,,,,
s1031,Philippines,,,,,,,,,,,
s1032,Germany,,,,,,,,,,,
s1033,South Korea,,,,,,,,,,,
s1034,United Kingdom, Germany, United States,,,,,,,,,
s1035,United States,,,,,,,,,,,
s1036,Czech Republic, United Kingdom, United States,,,,,,,,,
s1037,United States,,,,,,,,,,,
s1038,India,,,,,,,,,,,
s1039,,,,,,,,,,,,
s1040,United States,,,,,,,,,,,
s1041,Japan,,,,,,,,,,,
s1042,Japan,,,,,,,,,,,
s1043,United States,,,,,,,,,,,
s1044,United States,,,,,,,,,,,
s1045,Japan,,,,,,,,,,,
s1046,United States,,,,,,,,,,,
s1047,United States,,,,,,,,,,,
s1048,Lebanon,,,,,,,,,,,
s1049,United States, France,,,,,,,,,,
s1050,China, United Kingdom,,,,,,,,,,
s1051,Japan,,,,,,,,,,,
s1052,Japan,,,,,,,,,,,
s1053,United States,,,,,,,,,,,
s1054,United States,,,,,,,,,,,
s1055,,,,,,,,,,,,
s1056,United States,,,,,,,,,,,
s1057,,,,,,,,,,,,
s1058,United States,,,,,,,,,,,
s1059,Italy, United Kingdom,,,,,,,,,,
s1060,United States,,,,,,,,,,,
s1061,United States, India,,,,,,,,,,
s1062,United States,,,,,,,,,,,
s1063,South Korea,,,,,,,,,,,
s1064,United States,,,,,,,,,,,
s1065,South Korea,,,,,,,,,,,
s1066,Canada,,,,,,,,,,,
s1067,China, Taiwan,,,,,,,,,,
s1068,Thailand,,,,,,,,,,,
s1069,United States,,,,,,,,,,,
s1070,India,,,,,,,,,,,
s1071,United States,,,,,,,,,,,
s1072,,,,,,,,,,,,
s1073,,,,,,,,,,,,
s1074,,,,,,,,,,,,
s1075,,,,,,,,,,,,
s1076,United States, Brazil, Japan, Spain, India,,,,,,,
s1077,,,,,,,,,,,,
s1078,,,,,,,,,,,,
s1079,,,,,,,,,,,,
s1080,Israel, United States,,,,,,,,,,
s1081,China,,,,,,,,,,,
s1082,United States,,,,,,,,,,,
s1083,,,,,,,,,,,,
s1084,United States,,,,,,,,,,,
s1085,China,,,,,,,,,,,
s1086,South Korea,,,,,,,,,,,
s1087,Nigeria,,,,,,,,,,,
s1088,India,,,,,,,,,,,
s1089,United States,,,,,,,,,,,
s1090,United States,,,,,,,,,,,
s1091,Indonesia,,,,,,,,,,,
s1092,Japan,,,,,,,,,,,
s1093,,,,,,,,,,,,
s1094,India,,,,,,,,,,,
s1095,,,,,,,,,,,,
s1096,,,,,,,,,,,,
s1097,,,,,,,,,,,,
s1098,United States, China, United Kingdom,,,,,,,,,
s1099,India,,,,,,,,,,,
s1100,Cameroon,,,,,,,,,,,
s1101,United States,,,,,,,,,,,
s1102,United States, Canada,,,,,,,,,,
s1103,United States,,,,,,,,,,,
s1104,China,,,,,,,,,,,
s1105,United States, Canada,,,,,,,,,,
s1106,United Kingdom, United States,,,,,,,,,,
s1107,United States,,,,,,,,,,,
s1108,Nigeria,,,,,,,,,,,
s1109,India,,,,,,,,,,,
s1110,Netherlands,,,,,,,,,,,
s1111,France,,,,,,,,,,,
s1112,United States, United Kingdom, France,,,,,,,,,
s1113,United States,,,,,,,,,,,
s1114,United States,,,,,,,,,,,
s1115,India,,,,,,,,,,,
s1116,India,,,,,,,,,,,
s1117,,,,,,,,,,,,
s1118,Lebanon, Palestine, Denmark, Qatar,,,,,,,,
s1119,United States, Canada,,,,,,,,,,
s1120,United States, Canada,,,,,,,,,,
s1121,Japan, United States,,,,,,,,,,
s1122,United States,,,,,,,,,,,
s1123,India,,,,,,,,,,,
s1124,Uruguay, Germany,,,,,,,,,,
s1125,United States,,,,,,,,,,,
s1126,United Kingdom,,,,,,,,,,,
s1127,United States,,,,,,,,,,,
s1128,United States,,,,,,,,,,,
s1129,United States,,,,,,,,,,,
s1130,United Kingdom,,,,,,,,,,,
s1131,,,,,,,,,,,,
s1132,Japan,,,,,,,,,,,
s1133,,,,,,,,,,,,
s1134,United States,,,,,,,,,,,
s1135,United States, Japan,,,,,,,,,,
s1136,United States,,,,,,,,,,,
s1137,Indonesia,,,,,,,,,,,
s1138,Egypt, Saudi Arabia,,,,,,,,,,
s1139,United Kingdom, France, Poland, Germany, United States,,,,,,,
s1140,United States,,,,,,,,,,,
s1141,United States,,,,,,,,,,,
s1142,India,,,,,,,,,,,
s1143,United States,,,,,,,,,,,
s1144,United States,,,,,,,,,,,
s1145,United States, United Kingdom,,,,,,,,,,
s1146,Ireland, Switzerland, United Kingdom, France, United States,,,,,,,
s1147,United States, Mexico,,,,,,,,,,
s1148,United Kingdom,,,,,,,,,,,
s1149,South Korea,,,,,,,,,,,
s1150,Japan,,,,,,,,,,,
s1151,United States,,,,,,,,,,,
s1152,China, United Kingdom,,,,,,,,,,
s1153,United States,,,,,,,,,,,
s1154,United Kingdom, South Africa, France,,,,,,,,,
s1155,United States,,,,,,,,,,,
s1156,Nigeria,,,,,,,,,,,
s1157,United States,,,,,,,,,,,
s1158,United States,,,,,,,,,,,
s1159,United States,,,,,,,,,,,
s1160,,,,,,,,,,,,
s1161,Ireland, United Kingdom, France, Germany,,,,,,,,
s1162,United Kingdom,,,,,,,,,,,
s1163,Turkey,,,,,,,,,,,
s1164,Spain,,,,,,,,,,,
s1165,Spain,,,,,,,,,,,
s1166,India,,,,,,,,,,,
s1167,United Kingdom,,,,,,,,,,,
s1168,Italy,,,,,,,,,,,
s1169,United States,,,,,,,,,,,
s1170,Japan,,,,,,,,,,,
s1171,Russia, United States,,,,,,,,,,
s1172,United States,,,,,,,,,,,
s1173,South Africa,,,,,,,,,,,
s1174,South Korea,,,,,,,,,,,
s1175,South Korea,,,,,,,,,,,
s1176,United Kingdom, United States, France,,,,,,,,,
s1177,Japan,,,,,,,,,,,
s1178,Taiwan,,,,,,,,,,,
s1179,United States,,,,,,,,,,,
s1180,United States, Japan,,,,,,,,,,
s1181,,,,,,,,,,,,
s1182,United States,,,,,,,,,,,
s1183,United Kingdom,,,,,,,,,,,
s1184,,,,,,,,,,,,
s1185,China,,,,,,,,,,,
s1186,Nigeria,,,,,,,,,,,
s1187,Japan,,,,,,,,,,,
s1188,United States,,,,,,,,,,,
s1189,Brazil,,,,,,,,,,,
s1190,United States,,,,,,,,,,,
s1191,United Kingdom, United States,,,,,,,,,,
s1192,United States,,,,,,,,,,,
s1193,United Kingdom,,,,,,,,,,,
s1194,,,,,,,,,,,,
s1195,Nigeria,,,,,,,,,,,
s1196,United States,,,,,,,,,,,
s1197,Belgium,,,,,,,,,,,
s1198,United Kingdom, United States,,,,,,,,,,
s1199,Germany,,,,,,,,,,,
s1200,United States,,,,,,,,,,,
s1201,United States,,,,,,,,,,,
s1202,Egypt,,,,,,,,,,,
s1203,India,,,,,,,,,,,
s1204,United States, India, United Kingdom,,,,,,,,,
s1205,United States,,,,,,,,,,,
s1206,United States, United Kingdom,,,,,,,,,,
s1207,United Kingdom,,,,,,,,,,,
s1208,,,,,,,,,,,,
s1209,Turkey,,,,,,,,,,,
s1210,Kenya,,,,,,,,,,,
s1211,South Korea,,,,,,,,,,,
s1212,Turkey,,,,,,,,,,,
s1213,Turkey,,,,,,,,,,,
s1214,United States,,,,,,,,,,,
s1215,,,,,,,,,,,,
s1216,Turkey,,,,,,,,,,,
s1217,Turkey,,,,,,,,,,,
s1218,United Kingdom,,,,,,,,,,,
s1219,United States,,,,,,,,,,,
s1220,Turkey,,,,,,,,,,,
s1221,Spain, Argentina,,,,,,,,,,
s1222,Indonesia,,,,,,,,,,,
s1223,United States,,,,,,,,,,,
s1224,France,,,,,,,,,,,
s1225,,,,,,,,,,,,
s1226,,,,,,,,,,,,
s1227,Germany,,,,,,,,,,,
s1228,India,,,,,,,,,,,
s1229,India, United Kingdom, France, Qatar,,,,,,,,
s1230,Egypt,,,,,,,,,,,
s1231,India,,,,,,,,,,,
s1232,United States,,,,,,,,,,,
s1233,Colombia,,,,,,,,,,,
s1234,Nigeria,,,,,,,,,,,
s1235,Spain,,,,,,,,,,,
s1236,,,,,,,,,,,,
s1237,France,,,,,,,,,,,
s1238,Indonesia,,,,,,,,,,,
s1239,United States, Australia,,,,,,,,,,
s1240,United States,,,,,,,,,,,
s1241,United States,,,,,,,,,,,
s1242,United States,,,,,,,,,,,
s1243,United States,,,,,,,,,,,
s1244,United States,,,,,,,,,,,
s1245,India,,,,,,,,,,,
s1246,United States,,,,,,,,,,,
s1247,,,,,,,,,,,,
s1248,,,,,,,,,,,,
s1249,United States,,,,,,,,,,,
s1250,,,,,,,,,,,,
s1251,,,,,,,,,,,,
s1252,United States, United Kingdom,,,,,,,,,,
s1253,Germany,,,,,,,,,,,
s1254,United States,,,,,,,,,,,
s1255,United States,,,,,,,,,,,
s1256,,,,,,,,,,,,
s1257,United States, Germany,,,,,,,,,,
s1258,Japan,,,,,,,,,,,
s1259,Belgium, France,,,,,,,,,,
s1260,United States,,,,,,,,,,,
s1261,Spain,,,,,,,,,,,
s1262,Argentina, Chile,,,,,,,,,,
s1263,,,,,,,,,,,,
s1264,United States, Thailand,,,,,,,,,,
s1265,United States,,,,,,,,,,,
s1266,India,,,,,,,,,,,
s1267,Chile, Brazil,,,,,,,,,,
s1268,Germany,,,,,,,,,,,
s1269,United States, Colombia,,,,,,,,,,
s1270,Indonesia,,,,,,,,,,,
s1271,United States, Colombia,,,,,,,,,,
s1272,,,,,,,,,,,,
s1273,United States,,,,,,,,,,,
s1274,Japan,,,,,,,,,,,
s1275,United States,,,,,,,,,,,
s1276,United States,,,,,,,,,,,
s1277,,,,,,,,,,,,
s1278,United States,,,,,,,,,,,
s1279,United States,,,,,,,,,,,
s1280,Canada,,,,,,,,,,,
s1281,United Kingdom,,,,,,,,,,,
s1282,India,,,,,,,,,,,
s1283,India,,,,,,,,,,,
s1284,United States,,,,,,,,,,,
s1285,Canada, United States, United Kingdom,,,,,,,,,
s1286,South Korea,,,,,,,,,,,
s1287,Taiwan,,,,,,,,,,,
s1288,United Kingdom,,,,,,,,,,,
s1289,United States,,,,,,,,,,,
s1290,,,,,,,,,,,,
s1291,United Kingdom, United States,,,,,,,,,,
s1292,India,,,,,,,,,,,
s1293,Uruguay,,,,,,,,,,,
s1294,India,,,,,,,,,,,
s1295,Germany,,,,,,,,,,,
s1296,India,,,,,,,,,,,
s1297,South Korea,,,,,,,,,,,
s1298,United States,,,,,,,,,,,
s1299,South Korea,,,,,,,,,,,
s1300,,,,,,,,,,,,
s1301,United States,,,,,,,,,,,
s1302,United Kingdom,,,,,,,,,,,
s1303,United States,,,,,,,,,,,
s1304,United States,,,,,,,,,,,
s1305,United States,,,,,,,,,,,
s1306,India,,,,,,,,,,,
s1307,United States,,,,,,,,,,,
s1308,United States,,,,,,,,,,,
s1309,United Kingdom,,,,,,,,,,,
s1310,United States,,,,,,,,,,,
s1311,United States,,,,,,,,,,,
s1312,Nigeria,,,,,,,,,,,
s1313,United Kingdom,,,,,,,,,,,
s1314,United States,,,,,,,,,,,
s1315,United States,,,,,,,,,,,
s1316,Spain,,,,,,,,,,,
s1317,India,,,,,,,,,,,
s1318,United Kingdom,,,,,,,,,,,
s1319,United States,,,,,,,,,,,
s1320,Mexico,,,,,,,,,,,
s1321,Luxembourg,,,,,,,,,,,
s1322,Mexico,,,,,,,,,,,
s1323,Spain,,,,,,,,,,,
s1324,Indonesia,,,,,,,,,,,
s1325,United States,,,,,,,,,,,
s1326,Sweden,,,,,,,,,,,
s1327,Poland,,,,,,,,,,,
s1328,United States,,,,,,,,,,,
s1329,United States,,,,,,,,,,,
s1330,France,,,,,,,,,,,
s1331,United States,,,,,,,,,,,
s1332,United States,,,,,,,,,,,
s1333,United States,,,,,,,,,,,
s1334,United States, Cambodia, Romania,,,,,,,,,
s1335,China,,,,,,,,,,,
s1336,United States,,,,,,,,,,,
s1337,France,,,,,,,,,,,
s1338,Bangladesh,,,,,,,,,,,
s1339,Spain,,,,,,,,,,,
s1340,Brazil,,,,,,,,,,,
s1341,Taiwan,,,,,,,,,,,
s1342,United States,,,,,,,,,,,
s1343,South Korea,,,,,,,,,,,
s1344,United States,,,,,,,,,,,
s1345,Italy,,,,,,,,,,,
s1346,China,,,,,,,,,,,
s1347,Poland,,,,,,,,,,,
s1348,Spain, Belgium, United States,,,,,,,,,
s1349,United States,,,,,,,,,,,
s1350,Colombia,,,,,,,,,,,
s1351,United States,,,,,,,,,,,
s1352,Mexico,,,,,,,,,,,
s1353,United States,,,,,,,,,,,
s1354,United States,,,,,,,,,,,
s1355,Canada,,,,,,,,,,,
s1356,United States,,,,,,,,,,,
s1357,United States,,,,,,,,,,,
s1358,United Kingdom,,,,,,,,,,,
s1359,United States,,,,,,,,,,,
s1360,United Kingdom, United States, Australia,,,,,,,,,
s1361,Philippines,,,,,,,,,,,
s1362,United States,,,,,,,,,,,
s1363,Canada, United States, France,,,,,,,,,
s1364,United States,,,,,,,,,,,
s1365,United States,,,,,,,,,,,
s1366,France,,,,,,,,,,,
s1367,Portugal, United States,,,,,,,,,,
s1368,United States,,,,,,,,,,,
s1369,Spain,,,,,,,,,,,
s1370,United States,,,,,,,,,,,
s1371,United Kingdom,,,,,,,,,,,
s1372,United States,,,,,,,,,,,
s1373,Indonesia,,,,,,,,,,,
s1374,Turkey,,,,,,,,,,,
s1375,United States,,,,,,,,,,,
s1376,United States,,,,,,,,,,,
s1377,India,,,,,,,,,,,
s1378,United States,,,,,,,,,,,
s1379,Australia, United States,,,,,,,,,,
s1380,Nigeria,,,,,,,,,,,
s1381,United States, United Kingdom,,,,,,,,,,
s1382,,,,,,,,,,,,
s1383,,,,,,,,,,,,
s1384,Canada,,,,,,,,,,,
s1385,South Korea,,,,,,,,,,,
s1386,Japan,,,,,,,,,,,
s1387,Portugal, Spain,,,,,,,,,,
s1388,United States, France,,,,,,,,,,
s1389,India, United States,,,,,,,,,,
s1390,United States,,,,,,,,,,,
s1391,United Kingdom, Ireland,,,,,,,,,,
s1392,United States,,,,,,,,,,,
s1393,Mexico,,,,,,,,,,,
s1394,United States,,,,,,,,,,,
s1395,United States,,,,,,,,,,,
s1396,United States,,,,,,,,,,,
s1397,United States,,,,,,,,,,,
s1398,United Kingdom, Spain, United States,,,,,,,,,
s1399,United States, Thailand,,,,,,,,,,
s1400,United States,,,,,,,,,,,
s1401,United States,,,,,,,,,,,
s1402,United States,,,,,,,,,,,
s1403,United States,,,,,,,,,,,
s1404,Brazil,,,,,,,,,,,
s1405,United States,,,,,,,,,,,
s1406,Hungary, United States,,,,,,,,,,
s1407,United States,,,,,,,,,,,
s1408,United States, South Korea,,,,,,,,,,
s1409,United States, Canada,,,,,,,,,,
s1410,United States,,,,,,,,,,,
s1411,India,,,,,,,,,,,
s1412,United States,,,,,,,,,,,
s1413,South Korea,,,,,,,,,,,
s1414,Indonesia,,,,,,,,,,,
s1415,Indonesia,,,,,,,,,,,
s1416,United States,,,,,,,,,,,
s1417,United States,,,,,,,,,,,
s1418,Argentina,,,,,,,,,,,
s1419,,,,,,,,,,,,
s1420,United Kingdom,,,,,,,,,,,
s1421,United States,,,,,,,,,,,
s1422,France,,,,,,,,,,,
s1423,India,,,,,,,,,,,
s1424,India,,,,,,,,,,,
s1425,Canada, United States, Cayman Islands,,,,,,,,,
s1426,United States,,,,,,,,,,,
s1427,India,,,,,,,,,,,
s1428,United Kingdom,,,,,,,,,,,
s1429,India, France,,,,,,,,,,
s1430,India,,,,,,,,,,,
s1431,United States,,,,,,,,,,,
s1432,Turkey,,,,,,,,,,,
s1433,Spain,,,,,,,,,,,
s1434,Indonesia,,,,,,,,,,,
s1435,France, Canada,,,,,,,,,,
s1436,Canada, Hungary, United States,,,,,,,,,
s1437,,,,,,,,,,,,
s1438,United States,,,,,,,,,,,
s1439,France,,,,,,,,,,,
s1440,United States,,,,,,,,,,,
s1441,Mexico, United States,,,,,,,,,,
s1442,India,,,,,,,,,,,
s1443,,,,,,,,,,,,
s1444,United States,,,,,,,,,,,
s1445,United States,,,,,,,,,,,
s1446,Norway,,,,,,,,,,,
s1447,United States,,,,,,,,,,,
s1448,United States, Canada,,,,,,,,,,
s1449,United States,,,,,,,,,,,
s1450,United States,,,,,,,,,,,
s1451,United States,,,,,,,,,,,
s1452,United States,,,,,,,,,,,
s1453,United States,,,,,,,,,,,
s1454,United States,,,,,,,,,,,
s1455,United States,,,,,,,,,,,
s1456,United States,,,,,,,,,,,
s1457,United States,,,,,,,,,,,
s1458,United States,,,,,,,,,,,
s1459,United Kingdom,,,,,,,,,,,
s1460,United States,,,,,,,,,,,
s1461,Mexico,,,,,,,,,,,
s1462,United States,,,,,,,,,,,
s1463,,,,,,,,,,,,
s1464,Canada, United Kingdom, United States,,,,,,,,,
s1465,United States,,,,,,,,,,,
s1466,United States,,,,,,,,,,,
s1467,United States,,,,,,,,,,,
s1468,United Kingdom, Germany, France, United States,,,,,,,,
s1469,South Korea,,,,,,,,,,,
s1470,United States,,,,,,,,,,,
s1471,United States,,,,,,,,,,,
s1472,,,,,,,,,,,,
s1473,India,,,,,,,,,,,
s1474,United States,,,,,,,,,,,
s1475,Indonesia,,,,,,,,,,,
s1476,Indonesia,,,,,,,,,,,
s1477,United States,,,,,,,,,,,
s1478,United States,,,,,,,,,,,
s1479,Denmark, United States,,,,,,,,,,
s1480,Italy,,,,,,,,,,,
s1481,United Kingdom,,,,,,,,,,,
s1482,Taiwan,,,,,,,,,,,
s1483,,,,,,,,,,,,
s1484,South Korea,,,,,,,,,,,
s1485,United States,,,,,,,,,,,
s1486,United States, Canada,,,,,,,,,,
s1487,United States,,,,,,,,,,,
s1488,Senegal,,,,,,,,,,,
s1489,France, Algeria,,,,,,,,,,
s1490,India,,,,,,,,,,,
s1491,Canada,,,,,,,,,,,
s1492,India,,,,,,,,,,,
s1493,United States,,,,,,,,,,,
s1494,Philippines,,,,,,,,,,,
s1495,United States,,,,,,,,,,,
s1496,Indonesia,,,,,,,,,,,
s1497,Indonesia,,,,,,,,,,,
s1498,Philippines,,,,,,,,,,,
s1499,United States,,,,,,,,,,,
s1500,United States,,,,,,,,,,,
s1501,Taiwan,,,,,,,,,,,
s1502,United States,,,,,,,,,,,
s1503,United States,,,,,,,,,,,
s1504,South Korea,,,,,,,,,,,
s1505,Netherlands,,,,,,,,,,,
s1506,United States,,,,,,,,,,,
s1507,United Kingdom, Finland, Germany, United States, Australia, Japan, France, Ireland,,,,
s1508,United Kingdom,,,,,,,,,,,
s1509,United Kingdom,,,,,,,,,,,
s1510,United States,,,,,,,,,,,
s1511,United States, United Kingdom,,,,,,,,,,
s1512,Egypt,,,,,,,,,,,
s1513,United Kingdom,,,,,,,,,,,
s1514,United States,,,,,,,,,,,
s1515,South Africa,,,,,,,,,,,
s1516,United States,,,,,,,,,,,
s1517,Norway,,,,,,,,,,,
s1518,United States,,,,,,,,,,,
s1519,,,,,,,,,,,,
s1520,Malaysia,,,,,,,,,,,
s1521,India,,,,,,,,,,,
s1522,Malaysia,,,,,,,,,,,
s1523,Malaysia,,,,,,,,,,,
s1524,Colombia,,,,,,,,,,,
s1525,Canada,,,,,,,,,,,
s1526,Indonesia,,,,,,,,,,,
